Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
3a7950aa557071679df3f8f6ece045a1fa1818aa3bc2ac20b03c384fe3f8ea98,2019-07,Cleveland Police,Cleveland Police,-1.23444,54.703581,On or near Dean Fall Close,E01033467,Hartlepool 001G,Burglary,Unable to prosecute suspect,
f47980e8c467ae40ac7b42c8becf92c1e61a3305ffe39a13bb90215cfa8a2749,2019-07,Cleveland Police,Cleveland Police,-1.224699,54.700131,On or near Kirkstone Grove,E01011952,Hartlepool 002A,Burglary,Investigation complete; no suspect identified,
1ab26b551d7ff88785a9f500e1d92e1bbc495ee1c2d3c3eb492ce0fb0d640ed6,2019-07,Cleveland Police,Cleveland Police,-1.226213,54.710251,On or near Bruntoft Avenue,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
c77f8820aad02c7e9962cfff114cdc9ada6be92499e3512ad9e8a45758ed0560,2019-07,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
ebbd8609d81f589b52bc2d5b078e90adfbdc4ae7d236f9e909adbf2f693ca884,2019-07,Cleveland Police,Cleveland Police,-1.182964,54.696685,On or near Groves Street,E01011993,Hartlepool 002E,Burglary,Investigation complete; no suspect identified,
accbfea9e4e26ba692b8254cb4cb4b706c45f11fb19a1e30b29c92d74714556c,2019-07,Cleveland Police,Cleveland Police,-1.206339,54.704245,On or near Romaine Park,E01011994,Hartlepool 002F,Burglary,Investigation complete; no suspect identified,
456565cdd9329d05bd0e31749dd3264063d327587f1f6740ff2d74ec233e91c6,2019-07,Cleveland Police,Cleveland Police,-1.20954,54.704032,On or near Bridgepool Close,E01011994,Hartlepool 002F,Burglary,Unable to prosecute suspect,
1476ea100e2c933edddf8edd3b7beb5644315fe1045d12ba7e17f96e458ce29a,2019-07,Cleveland Police,Cleveland Police,-1.23129,54.70029,On or near Throston Close,E01032540,Hartlepool 003G,Burglary,Status update unavailable,
35b02e0d57be704069ee70b021ee888a1897d7ba34e07b51c1b6daf79f4b943a,2019-07,Cleveland Police,Cleveland Police,-1.236083,54.693805,On or near Elmwood Road,E01032541,Hartlepool 003H,Burglary,Investigation complete; no suspect identified,
d967ecfef60f7a7f41ede17e5590e6ba492f983883bbe32a40f9daa047a02a56,2019-07,Cleveland Police,Cleveland Police,-1.236083,54.693805,On or near Elmwood Road,E01032541,Hartlepool 003H,Burglary,Investigation complete; no suspect identified,
03f09db978eb399f3804195b2f3be9a9e8d1962d2a81eb4f1243048eea1e57c2,2019-07,Cleveland Police,Cleveland Police,-1.236083,54.693805,On or near Elmwood Road,E01032541,Hartlepool 003H,Burglary,Investigation complete; no suspect identified,
