Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context,,,
5442213b89b1f00419547f7218f3e4496bff94fb37a2072f348b1c686505fd09,2019-04,Cleveland Police,Cleveland Police,-1.220753,54.571502,On or near Ely Street,E01012094,Middlesbrough 001F,Burglary,Unable to prosecute suspect,,,,
a0fc93da5527ec46e6293afd41729163801a1a89b262dfeddcd768f6e0137aa5,2019-04,Cleveland Police,Cleveland Police,-1.22308,54.572766,On or near Peirse Close,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
4b53e0150832c02c745ad98dc4cd2aef84b957a4bd242d87d6a4741285f9600c,2019-04,Cleveland Police,Cleveland Police,-1.237874,54.574101,On or near Parking Area,E01033468,Middlesbrough 001G,Burglary,Unable to prosecute suspect,,,,
e040547a76a9c92cd741a0caa0db899cf5ded1eb1fefb67f9b7841b6a06c81fe,2019-04,Cleveland Police,Cleveland Police,-1.240953,54.57492,On or near Parking Area,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
ba36a92c1267d761782113bc77c18304efbedb3fbf8404172e47ced46af9045e,2019-04,Cleveland Police,Cleveland Police,-1.235864,54.576523,On or near Supermarket,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
9e5fcbe1d91e88ab3341d5f30bdd4a4ac91d492be3bc6d68c421d7dd3355ed1c,2019-04,Cleveland Police,Cleveland Police,-1.240469,54.574279,On or near Monkland Close,E01033468,Middlesbrough 001G,Burglary,Unable to prosecute suspect,,,,
9e2316a44d92969bbb7ada36049c06352cb362a0c604070f9badd705ebd5ef05,2019-04,Cleveland Police,Cleveland Police,-1.251084,54.58681,On or near Mickleton Road,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
6bf9f2db75585318f65d3975073056327980936f2c97adce2992a04e045bdd47,2019-04,Cleveland Police,Cleveland Police,-1.224411,54.573503,On or near Palin Close,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
377b6addfd278631d94454922378ace03b8eb9cd4d8f93388d70e35755c1ad9f,2019-04,Cleveland Police,Cleveland Police,-1.229368,54.573184,On or near Rutland Court,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
0b0fa0d16f2f476f82f6f733c9e14baae655312f1cc5db04c73530da3ff707af,2019-04,Cleveland Police,Cleveland Police,-1.244302,54.58621,On or near Bowes Road,E01033468,Middlesbrough 001G,Burglary,Unable to prosecute suspect,,,,
7b380449e8dfcb9dd0045264fb7126890576f2232e27cab0c392705373f16857,2019-04,Cleveland Police,Cleveland Police,-1.248008,54.585748,On or near Brignell Road,E01033468,Middlesbrough 001G,Burglary,Investigation complete; no suspect identified,,,,
1996d7bd16f8350664fd983e40794c91d522d7002f7773dd19125ba5cc51eeeb,2019-04,Cleveland Police,Cleveland Police,-1.206285,54.57015,On or near Norcliffe Street,E01012058,Middlesbrough 002A,Burglary,Unable to prosecute suspect,,,,
b1c8401396b130c71f86e2e5ef75b21531d5c62a4c8f4207b22c705fda0143f8,2019-04,Cleveland Police,Cleveland Police,-1.207155,54.570758,On or near Hovingham Street,E01012058,Middlesbrough 002A,Burglary,Investigation complete; no suspect identified,,,,
8905f005df4f2d87cc07a5d746e7b9de9126ab93a89c28ce245a0eddf9cb7228,2019-04,Cleveland Police,Cleveland Police,-1.205967,54.569815,On or near Kindersley Street,E01012058,Middlesbrough 002A,Burglary,Investigation complete; no suspect identified,,,,
a2a96902366b79a8e9223573d1b80e11467befefd1b0fbf35420a3352efd50d8,2019-04,Cleveland Police,Cleveland Police,-1.206594,54.570952,On or near Wake Street,E01012058,Middlesbrough 002A,Burglary,Investigation complete; no suspect identified,,,,
80a889851d04a41d64a17dbe5156d88647e922f6fe834e35545704fbd57010ca,2019-04,Cleveland Police,Cleveland Police,-1.209124,54.57051,On or near Beaumont Road,E01012058,Middlesbrough 002A,Burglary,Investigation complete; no suspect identified,,,,
c15b052538e26d738b8a5e58d4b490ead5fc2a03da5e1a25a54330f9efa7c240,2019-04,Cleveland Police,Cleveland Police,-1.211867,54.567841,On or near Millfield Road,E01012058,Middlesbrough 002A,Burglary,Unable to prosecute suspect,,,,
c5ec3668b81a2036c79c0665eb32379fd360e1e243328450b9db8590ca6b8a34,2019-04,Cleveland Police,Cleveland Police,-1.209563,54.571834,On or near Esk Street,E01012059,Middlesbrough 002B,Burglary,Investigation complete; no suspect identified,,,,
0f7c72f01e1213e6f67bbde09a8f5952e28f2b2f3753dd99632d8c0bf0ff1c55,2019-04,Cleveland Police,Cleveland Police,-1.212799,54.57163,On or near Calvert Close,E01012059,Middlesbrough 002B,Burglary,Court result unavailable,,,,
090119b897e37957149b7e1e7e8063a11e3ea168d2c6488748d4fec83c60e18d,2019-04,Cleveland Police,Cleveland Police,-1.210327,54.570698,On or near Dorothy Street,E01012059,Middlesbrough 002B,Burglary,Investigation complete; no suspect identified,,,,
e17e41eea886cb0f565448a2b734fdb7c2d13485d2051c94d89863eec9710359,2019-04,Cleveland Police,Cleveland Police,-1.196301,54.568152,On or near Northfleet Avenue,E01012061,Middlesbrough 002D,Burglary,Investigation complete; no suspect identified,,,,
04f4b6918ad5fead0b7f42f357425c99cea2bef526b9731a2e3882cc7faa91eb,2019-04,Cleveland Police,Cleveland Police,-1.251208,54.569915,On or near Bus/Coach Station,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
b5df16280f4ab99a9a2d696da9af3c481c580749b52e25fdc54cdd553819e462,2019-04,Cleveland Police,Cleveland Police,-1.25273,54.569556,On or near Wembley Street,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
1de046f406007817e7a5a117f3cfc794121847f1ed9e1e347abc9a17524ea970,2019-04,Cleveland Police,Cleveland Police,-1.253883,54.569922,On or near Leven Street,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
0c215a953049d8b47ec2a0f86ba709e63bfffe504a6283123463ce77edb6d619,2019-04,Cleveland Police,Cleveland Police,-1.254019,54.569294,On or near Laycock Street,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
940f418ed719cf48995e292ee9e194aa79165cb3a7f90691a8d682405e9426ee,2019-04,Cleveland Police,Cleveland Police,-1.248545,54.57006,On or near Derwent Street,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
944d04509c52a62a737012f1addfadc66ed24404e8533a3c92e8ee26981c479e,2019-04,Cleveland Police,Cleveland Police,-1.253475,54.566891,On or near Waterford Terrace,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
48c5e7fa34d151d00c10e555d8dd2a504330b883b54c118cb077461224e15f44,2019-04,Cleveland Police,Cleveland Police,-1.253121,54.568507,On or near Crescent Road,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
2a7272235865092b830548943c370584d7b2ba530e289674cffe7c39173b66f7,2019-04,Cleveland Police,Cleveland Police,-1.254019,54.569294,On or near Laycock Street,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
2472016b12a427d044f04ff6cf4dbf0efb9d6b4e3bd5c572c60d77e37bda6701,2019-04,Cleveland Police,Cleveland Police,-1.254019,54.569294,On or near Laycock Street,E01012037,Middlesbrough 003B,Burglary,Unable to prosecute suspect,,,,
39822409430cc2dd512227fcee1dd3ce343cffd55b1cdd26c83a750253d89527,2019-04,Cleveland Police,Cleveland Police,-1.248545,54.57006,On or near Derwent Street,E01012037,Middlesbrough 003B,Burglary,Investigation complete; no suspect identified,,,,
c0e7afee5501cfc8eda445e3af10e7fe749419d2e38c654ecd6d96db218b9a86,2019-04,Cleveland Police,Cleveland Police,-1.249107,54.568895,On or near Supermarket,E01012038,Middlesbrough 003C,Burglary,Investigation complete; no suspect identified,,,,
c6387dc2a3113e548de6fd4fab1f87827bf1bbe6f84dcfba59a68a60cbddbcb0,2019-04,Cleveland Police,Cleveland Police,-1.251313,54.566707,On or near Leinster Road,E01012038,Middlesbrough 003C,Burglary,Investigation complete; no suspect identified,,,,
4a4da7c00e2831fa1c99829b5ab795ac18fb4515a8615d213d5cb0b032d76003,2019-04,Cleveland Police,Cleveland Police,-1.240302,54.569991,On or near Portman Street,E01012039,Middlesbrough 003D,Burglary,Court result unavailable,,,,
489a7cbe20e9236dde91597d5ce477f23615947bdbd83134bb05e04af5d88ad9,2019-04,Cleveland Police,Cleveland Police,-1.241501,54.570394,On or near Albany Street,E01012039,Middlesbrough 003D,Burglary,Unable to prosecute suspect,,,,
8de2fe14ced5be4ff362b5cf26aae8c0b9793b9ac65c0f544326aef786f3904c,2019-04,Cleveland Police,Cleveland Police,-1.241396,54.567706,On or near Cobham Street,E01012039,Middlesbrough 003D,Burglary,Court result unavailable,,,,
29faa41938472bbf9bea1ff6107efa1bb0f28c2cf20a39e4b522355e6be371bf,2019-04,Cleveland Police,Cleveland Police,-1.240302,54.569991,On or near Portman Street,E01012039,Middlesbrough 003D,Burglary,Unable to prosecute suspect,,,,
f30b102ee0226c3020056e88279e7142be4605adb1066300034111ffbd726ea4,2019-04,Cleveland Police,Cleveland Police,-1.240302,54.569991,On or near Portman Street,E01012039,Middlesbrough 003D,Burglary,Investigation complete; no suspect identified,,,,
06ada444870846a1359ef19ff35b7509bb2f47abe70f2890b9b98e20accfaf05,2019-04,Cleveland Police,Cleveland Police,-1.239407,54.570677,On or near Pelham Street,E01012039,Middlesbrough 003D,Burglary,Investigation complete; no suspect identified,,,,
d3a291a0e45b55204dd8beaf54194c3dcf267164f371c06849c5606aaa147a13,2019-04,Cleveland Police,Cleveland Police,-1.244167,54.565908,On or near Oxford Street,E01012039,Middlesbrough 003D,Burglary,Investigation complete; no suspect identified,,,,
7a61e17f8fe1265bef45a337c60f89bd8a489e7ab52463cc64d4ca05d4f471b7,2019-04,Cleveland Police,Cleveland Police,-1.247514,54.565551,On or near Ayresome Street,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
884e6e2606465279931515f7fca356f6d684e1a46cc999bbd83419948c2d3527,2019-04,Cleveland Police,Cleveland Police,-1.246005,54.566863,On or near Warwick Street,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
5c6551845430363940bede9b52d7f474b425c5ed4c74368400d7e200f049e9f7,2019-04,Cleveland Police,Cleveland Police,-1.248243,54.56712,On or near Harford Street,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
14f6c057f80529959be6b9c7b7cfef7b3267c792fa5f3f575eaf0101803012fb,2019-04,Cleveland Police,Cleveland Police,-1.245314,54.568243,On or near Parliament Road,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
cda04095b65ee0bb2f9266d252606f096f205e0759837eea25f61a939fb21f1b,2019-04,Cleveland Police,Cleveland Police,-1.24747,54.567079,On or near Costa Street,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
8ca41f8c655b460b0e736a6838c4aff8283fa778fb24fa51a8ad6caaa19a1748,2019-04,Cleveland Police,Cleveland Police,-1.247514,54.565551,On or near Ayresome Street,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
c7a3dd6e0e094dd279120362ef538b735771fb1aea9101f3537846956bbe047c,2019-04,Cleveland Police,Cleveland Police,-1.246005,54.566863,On or near Warwick Street,E01012040,Middlesbrough 003E,Burglary,Court result unavailable,,,,
d638308befb680708121a536966708d640c772b8fa32ab3487951eb87761f2fa,2019-04,Cleveland Police,Cleveland Police,-1.246681,54.567092,On or near Aire Street,E01012040,Middlesbrough 003E,Burglary,Investigation complete; no suspect identified,,,,
06f7aad1d373adae953885a181943aba9b3e13be329d5043163cd338c6b19f75,2019-04,Cleveland Police,Cleveland Police,-1.253474,54.571178,On or near Supermarket,E01012041,Middlesbrough 003F,Burglary,Court result unavailable,,,,
af596efdaeff0041956ae4c0a98ac4a228e78bb6ed18924ebd1d66faf0623663,2019-04,Cleveland Police,Cleveland Police,-1.242152,54.574451,On or near Hartington Road,E01012041,Middlesbrough 003F,Burglary,Investigation complete; no suspect identified,,,,
43ad6879c503470fd289bf077a7fcf0c0ba9ed5872da355d0246780e6e72cd23,2019-04,Cleveland Police,Cleveland Police,-1.244066,54.573007,On or near St Paul'S Road,E01012041,Middlesbrough 003F,Burglary,Investigation complete; no suspect identified,,,,
6c20b8880d2de14ba19f13268c77c66b469127a9b01b705bb705a2ba0077ba4c,2019-04,Cleveland Police,Cleveland Police,-1.248244,54.570427,On or near Union Street,E01012041,Middlesbrough 003F,Burglary,Investigation complete; no suspect identified,,,,
43e0a95b54f8c4fb3f788ee18311dd5347af1070e919d6efdfed93843e9dcbf9,2019-04,Cleveland Police,Cleveland Police,-1.25176,54.575257,On or near Newport Way,E01012041,Middlesbrough 003F,Burglary,Investigation complete; no suspect identified,,,,
bb7c87c7f1994860a451c2d52d199dd7ada78929cee1ae2747d9aed5ba1f6b7d,2019-04,Cleveland Police,Cleveland Police,-1.208668,54.56054,On or near Bransdale Road,E01012074,Middlesbrough 004A,Burglary,Unable to prosecute suspect,,,,
df7dbc72f06b8b7b0535fb1b3a4c29af84e382653a3bd37e2f0e07b546e77725,2019-04,Cleveland Police,Cleveland Police,-1.214089,54.562499,On or near Bradhope Road,E01012074,Middlesbrough 004A,Burglary,Investigation complete; no suspect identified,,,,
39e0a5df3a2d5b5775783649e01a171b9cc7e1934499c769428c0e9bda6cb4e0,2019-04,Cleveland Police,Cleveland Police,-1.212224,54.557364,On or near Brogden Green,E01012074,Middlesbrough 004A,Burglary,Investigation complete; no suspect identified,,,,
d8278060e3e3ad937c962db53c8cfb7fc9ddee117a803ca4da83052e59632ec5,2019-04,Cleveland Police,Cleveland Police,-1.205349,54.55944,On or near Culgaith Avenue,E01012075,Middlesbrough 004B,Burglary,Investigation complete; no suspect identified,,,,
aed0653f0594e0b084b4a6325ed629b610b01ce79d9eb4f361b54de7194877a2,2019-04,Cleveland Police,Cleveland Police,-1.192598,54.563795,On or near Edridge Green,E01012088,Middlesbrough 004E,Burglary,Investigation complete; no suspect identified,,,,
855a6b0f421679cfab4f08bc04469e4e358f39c5abb8d537bf19cfeaf2265e15,2019-04,Cleveland Police,Cleveland Police,-1.192598,54.563795,On or near Edridge Green,E01012088,Middlesbrough 004E,Burglary,Investigation complete; no suspect identified,,,,
540fa92bca4dc81a72a6cd98bae88159f3bb95ff6f089dd8b98fdd5c2d739774,2019-04,Cleveland Police,Cleveland Police,-1.241354,54.564938,On or near Linthorpe Road,E01012078,Middlesbrough 005A,Burglary,Unable to prosecute suspect,,,,
fbdeb2abff3e027c0af1b26e11a9b24033a208c57a9523d5e95c96e39c3887c7,2019-04,Cleveland Police,Cleveland Police,-1.239331,54.558967,On or near Lancaster Road,E01012079,Middlesbrough 005B,Burglary,Investigation complete; no suspect identified,,,,
8247a83de112559d97502b31247e7b933583ac251327380885226b25aabd4579,2019-04,Cleveland Police,Cleveland Police,-1.23376,54.559201,On or near Vincent Road,E01012079,Middlesbrough 005B,Burglary,Investigation complete; no suspect identified,,,,
e0a27bf99691ff7a67f8a58c8ecf7ac101cb46c661b726c3f1e6adc6cb02df02,2019-04,Cleveland Police,Cleveland Police,-1.243829,54.561574,On or near Rudd'S Place,E01012081,Middlesbrough 005D,Burglary,Investigation complete; no suspect identified,,,,
bf0a126d7158c37dd76f7bc6f523ac9027515c3f38e93171772f02e4ae34a913,2019-04,Cleveland Police,Cleveland Police,-1.242632,54.55861,On or near The Avenue,E01012081,Middlesbrough 005D,Burglary,Investigation complete; no suspect identified,,,,
542d8e63e246d136af8b0a08c8d70f08caf8ad05457abb23e507dadc81114f1c,2019-04,Cleveland Police,Cleveland Police,-1.227786,54.559487,On or near Dene Road,E01012027,Middlesbrough 006B,Burglary,Court result unavailable,,,,
217cd01491a50ed95191ea22e8dc5e821f30a1fe3dd6839c4f7995c59c82cd58,2019-04,Cleveland Police,Cleveland Police,-1.235608,54.555474,On or near Hebron Road,E01033469,Middlesbrough 006E,Burglary,Investigation complete; no suspect identified,,,,
f55575738704db850761722080763554c094edbd81db466702edb64f7cfac0e9,2019-04,Cleveland Police,Cleveland Police,-1.228923,54.559871,On or near Rosedale Avenue,E01033469,Middlesbrough 006E,Burglary,Investigation complete; no suspect identified,,,,
e3c2a27c43c4d9acfb0d9c65633c4edbd34d570ef42ec2142515783868839df0,2019-04,Cleveland Police,Cleveland Police,-1.230528,54.560834,On or near Langton Close,E01033469,Middlesbrough 006E,Burglary,Investigation complete; no suspect identified,,,,
3a304840077b8e4105909092c59b66708b1bcc1e0187dccbe502cc9cf9a0e20f,2019-04,Cleveland Police,Cleveland Police,-1.236722,54.555454,On or near Willows Road,E01033469,Middlesbrough 006E,Burglary,Investigation complete; no suspect identified,,,,
820ea67d2a96a39fd7669f3cc6bc686b586d75c27e6eefd585a43f89258f6fdd,2019-04,Cleveland Police,Cleveland Police,-1.189981,54.553047,On or near Hartland Grove,E01012015,Middlesbrough 007A,Burglary,Investigation complete; no suspect identified,,,,
b05ebdfe6a12f7efc68b6f68ee67a73e066cd023d385b7644754b3e89a18df7f,2019-04,Cleveland Police,Cleveland Police,-1.187651,54.555135,On or near Trentham Avenue,E01012015,Middlesbrough 007A,Burglary,Investigation complete; no suspect identified,,,,
6118ba6ebea1ded7bc24601eca947adc5e678a24c9b53ffbad63b4a9fbe40e4e,2019-04,Cleveland Police,Cleveland Police,-1.187651,54.555135,On or near Trentham Avenue,E01012015,Middlesbrough 007A,Burglary,Unable to prosecute suspect,,,,
bbb755f95bb1672b786880f599e0188e1c64def5502e813da215e4fbed33db49,2019-04,Cleveland Police,Cleveland Police,-1.167495,54.5548,On or near Oakfield Gardens,E01012016,Middlesbrough 007B,Burglary,Investigation complete; no suspect identified,,,,
f93b409700787eaec1e72d440e874ec09b5f616cfd3baabf75d1d89fb0cdc4ac,2019-04,Cleveland Police,Cleveland Police,-1.176206,54.55681,On or near Netherfields Crescent,E01012016,Middlesbrough 007B,Burglary,Investigation complete; no suspect identified,,,,
f6f97dba9b757d9650f1f831f2970033b0f1b4f43a24bf7b89aed529a04b4f97,2019-04,Cleveland Police,Cleveland Police,-1.172339,54.553036,On or near Normanby Road,E01012016,Middlesbrough 007B,Burglary,Investigation complete; no suspect identified,,,,
7087c04a1e984cee0a678dd1513e518e90bf8f933aa38697c8bd0de040459c38,2019-04,Cleveland Police,Cleveland Police,-1.176206,54.55681,On or near Netherfields Crescent,E01012016,Middlesbrough 007B,Burglary,Investigation complete; no suspect identified,,,,
63e3f722e83dcb045863589443db9d36969532c488ab2045bef1d545a286a276,2019-04,Cleveland Police,Cleveland Police,-1.183169,54.552696,On or near Leamington Grove,E01012017,Middlesbrough 007C,Burglary,Investigation complete; no suspect identified,,,,
576f9bcaa49c8321cd50a9cb3e380684a5aa7cf17ab112596c070a569096ffc9,2019-04,Cleveland Police,Cleveland Police,-1.183705,54.565362,On or near Parking Area,E01012089,Middlesbrough 007D,Burglary,Court result unavailable,,,,
ecaad3d218960a289b5a0dda4a0bc32c8cdfed303bb264614ed38269452841f9,2019-04,Cleveland Police,Cleveland Police,-1.188331,54.559022,On or near Crestwood,E01012090,Middlesbrough 007E,Burglary,Investigation complete; no suspect identified,,,,
1673fca3e372df0153c9f7906c7010f62163d5322d923b095149524be3047a3b,2019-04,Cleveland Police,Cleveland Police,-1.182334,54.561965,On or near Alconbury Way,E01012091,Middlesbrough 007F,Burglary,Investigation complete; no suspect identified,,,,
555b115bac26de08a7f2e9e77320765cba84603847dc74592fd9979069612abe,2019-04,Cleveland Police,Cleveland Police,-1.179274,54.55879,On or near Greenham Close,E01012091,Middlesbrough 007F,Burglary,Unable to prosecute suspect,,,,
bf15a90fc7998fbb4c1cf484fe636b1a4be6729ee95f5906703d8e6b3f960ea7,2019-04,Cleveland Police,Cleveland Police,-1.185974,54.557811,On or near Chingford Avenue,E01012091,Middlesbrough 007F,Burglary,Investigation complete; no suspect identified,,,,
e2014448ba7400d4c77fc68ea5ae7a84937a195e25f14147649d74b004b37500,2019-04,Cleveland Police,Cleveland Police,-1.263634,54.550696,On or near Pannell Avenue,E01012011,Middlesbrough 008A,Burglary,Unable to prosecute suspect,,,,
cdf34f42ce6060867b16530e6286e6bbc078acf1f438449478657cb787571f8e,2019-04,Cleveland Police,Cleveland Police,-1.260802,54.559423,On or near Nesham Avenue,E01012013,Middlesbrough 008C,Burglary,Unable to prosecute suspect,,,,
7f8b176ec9cabe99caf2892d2ba7d7d87cc900ea871d19a1e7e13151cdf63bab,2019-04,Cleveland Police,Cleveland Police,-1.26273,54.551949,On or near Acklam Road,E01012054,Middlesbrough 009B,Burglary,Unable to prosecute suspect,,,,
fe7cc3082c5b3aab8e0ff640390d71bf6c54a0461da989a13ba31b98afe1950b,2019-04,Cleveland Police,Cleveland Police,-1.237251,54.553624,On or near Bentinck Avenue,E01012055,Middlesbrough 009C,Burglary,Investigation complete; no suspect identified,,,,
3f20c97005e4a61465bdaecabd160a0aaea47615c442f107b09572a2d0c9aa5b,2019-04,Cleveland Police,Cleveland Police,-1.237251,54.553624,On or near Bentinck Avenue,E01012055,Middlesbrough 009C,Burglary,Investigation complete; no suspect identified,,,,
9e2367aaa76e8de5ece257c942cd46854a6f0fac69cd799bbaca894731fb48ad,2019-04,Cleveland Police,Cleveland Police,-1.250975,54.564881,On or near Clough Close,E01012056,Middlesbrough 009D,Burglary,Unable to prosecute suspect,,,,
74b8b1959840f92b713fc8b0dac5e4aa8ce480220edaf6387a9835b523012e9b,2019-04,Cleveland Police,Cleveland Police,-1.246483,54.56443,On or near The Midfield,E01012056,Middlesbrough 009D,Burglary,Investigation complete; no suspect identified,,,,
a59ae95b22c9a56c720f57577cb838788f18c3fb0fdd0aa2bd25893396111aa4,2019-04,Cleveland Police,Cleveland Police,-1.250372,54.563187,On or near Maddren Way,E01012056,Middlesbrough 009D,Burglary,Investigation complete; no suspect identified,,,,
4d61bbf1928b4cdd3091873eca381005cd20d17ad736bc7c3f99ef86e92dd963,2019-04,Cleveland Police,Cleveland Police,-1.259886,54.559615,On or near Acklam Road,E01012057,Middlesbrough 009E,Burglary,Investigation complete; no suspect identified,,,,
e1d8db85d29f50f8b093d21c0fcdd83f123a87865c6b383daa4daa0c3480708d,2019-04,Cleveland Police,Cleveland Police,-1.194583,54.549384,On or near Royston Avenue,E01012082,Middlesbrough 010A,Burglary,Investigation complete; no suspect identified,,,,
0c32cb1312979346b010efd52d2112ae0efde8176d30ff4716979cc2f2b12ef8,2019-04,Cleveland Police,Cleveland Police,-1.19282,54.547836,On or near Sidcup Avenue,E01012082,Middlesbrough 010A,Burglary,Investigation complete; no suspect identified,,,,
9e269d501114458de3dac3d5509f6fdfbd2e74ed73b83dd5e7e6c210b7b0a654,2019-04,Cleveland Police,Cleveland Police,-1.206982,54.553349,On or near Bridnor Road,E01012083,Middlesbrough 010B,Burglary,Investigation complete; no suspect identified,,,,
491a7288d7230af590494e709d4c7cdc866f8d226a30fa4ff37a6d7243d4a358,2019-04,Cleveland Police,Cleveland Police,-1.206073,54.556371,On or near Kelso Court,E01012083,Middlesbrough 010B,Burglary,Court result unavailable,,,,
431846757f300359be737079c7bea7dbfebb75b940294d454011092f0ee071b7,2019-04,Cleveland Police,Cleveland Police,-1.207954,54.555853,On or near Kirkstone Road,E01012083,Middlesbrough 010B,Burglary,Investigation complete; no suspect identified,,,,
54c81ac8889aba74dfb3cb63ff5fe3a60c8e789cefbf9e028d4b2e30641760fa,2019-04,Cleveland Police,Cleveland Police,-1.199628,54.553875,On or near Phyllis Mohan Court,E01012084,Middlesbrough 010C,Burglary,Investigation complete; no suspect identified,,,,
7990e86295801bf029e6a8b32b5b9cf68778bb6662326ccfe502b25aca293b09,2019-04,Cleveland Police,Cleveland Police,-1.205006,54.556391,On or near Langridge Crescent,E01012084,Middlesbrough 010C,Burglary,Unable to prosecute suspect,,,,
c64cf3a66986a9173b68ea7d244147f76783ea7fdf1302903dd6d0a951a0d966,2019-04,Cleveland Police,Cleveland Police,-1.196121,54.551345,On or near Kelsall Close,E01012084,Middlesbrough 010C,Burglary,Investigation complete; no suspect identified,,,,
edd595d0ddd04fc8179ef5a01984bd71e73e9805147d097b164577ea9a372356,2019-04,Cleveland Police,Cleveland Police,-1.19905,54.54865,On or near Hillingdon Road,E01012085,Middlesbrough 010D,Burglary,Investigation complete; no suspect identified,,,,
d7bb7e382b2a66de6f98361776d9e15192912fe165d3a28eb9003fa8119d20b7,2019-04,Cleveland Police,Cleveland Police,-1.20025,54.547364,On or near Girton Avenue,E01012085,Middlesbrough 010D,Burglary,Unable to prosecute suspect,,,,
22785246fed54c1164356e3a59da5651ac406de4972ceff8867aedd09783f300,2019-04,Cleveland Police,Cleveland Police,-1.221002,54.557619,On or near Balmoral Drive,E01012018,Middlesbrough 011A,Burglary,Investigation complete; no suspect identified,,,,
fc181651b9468fd4257eff4bba8eb74f128733b260a0b2f349d75f68973a2340,2019-04,Cleveland Police,Cleveland Police,-1.219811,54.557647,On or near Belle Vue Grove,E01012018,Middlesbrough 011A,Burglary,Investigation complete; no suspect identified,,,,
9fcdba0d585e76cc8719e51c46a5b36ba0cf5b59dc516ab51ff71b760b48c134,2019-04,Cleveland Police,Cleveland Police,-1.219811,54.557647,On or near Belle Vue Grove,E01012018,Middlesbrough 011A,Burglary,Investigation complete; no suspect identified,,,,
f9afea180cb4589e4f490dc953e7cd682a3a696471f1be7c9a42c906e2ea11a7,2019-04,Cleveland Police,Cleveland Police,-1.2229,54.55782,On or near Marton Road,E01012018,Middlesbrough 011A,Burglary,Investigation complete; no suspect identified,,,,
d7083bb138e702505463c7b7c9be0f8106b25abda64135cf24be0287b66562b2,2019-04,Cleveland Police,Cleveland Police,-1.219811,54.557647,On or near Belle Vue Grove,E01012018,Middlesbrough 011A,Burglary,Investigation complete; no suspect identified,,,,
92d8fb0f098843574c8553c0fa6a2efbf07ab96b1d9083de43288e8c424a2c08,2019-04,Cleveland Police,Cleveland Police,-1.226755,54.551005,On or near Rylstone Court,E01012020,Middlesbrough 011C,Burglary,Investigation complete; no suspect identified,,,,
e2f8b039cfbc5db3cb8153485f875ccb14fead784bb89eba57fde9f718f7b8df,2019-04,Cleveland Police,Cleveland Police,-1.226988,54.547717,On or near Gleneagles Road,E01012021,Middlesbrough 011D,Burglary,Investigation complete; no suspect identified,,,,
3ddf9278eb4485242f0cdc0dd6595766db5feb5c36a2308219099745fe6a9bd6,2019-04,Cleveland Police,Cleveland Police,-1.234188,54.549552,On or near Beverley Road,E01012021,Middlesbrough 011D,Burglary,Investigation complete; no suspect identified,,,,
504556f4d8867c7293b87144188bc6a103f995ccb9c2c10d745db6a919760750,2019-04,Cleveland Police,Cleveland Police,-1.226988,54.547717,On or near Gleneagles Road,E01012021,Middlesbrough 011D,Burglary,Investigation complete; no suspect identified,,,,
95e6bbd45271c6bb2205bc6b249ea1ffb6631627e4d3dcf336f2ff1a9dba84aa,2019-04,Cleveland Police,Cleveland Police,-1.225684,54.549596,On or near Lythe Place,E01012021,Middlesbrough 011D,Burglary,Investigation complete; no suspect identified,,,,
6c7c007e72ff0929791f7939ceca659b5f0c8c1f6cae3cd3b08b266e3f2b0d29,2019-04,Cleveland Police,Cleveland Police,-1.223191,54.53681,On or near Ladgate Lane,E01012046,Middlesbrough 013A,Burglary,Unable to prosecute suspect,,,,
747d8cfd0378b0c69fd89df77f6380dbe2f04b7d8af9479b973288a46177b267,2019-04,Cleveland Police,Cleveland Police,-1.207989,54.536504,On or near Coris Close,E01012049,Middlesbrough 014A,Burglary,Investigation complete; no suspect identified,,,,
