Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context,,,
20f107bf568c5574feee218946b28637c2b6a7c3408f734227c55c12844d25dd,2019-04,Cleveland Police,Cleveland Police,-1.215966,54.678183,On or near Stockton Road,E01011999,Hartlepool 007D,Burglary,Investigation complete; no suspect identified,,,,
feb69f16f6e4012be3a5cc7c2f9e8b6fe258c6b6690f45bdafebe7a9b7342a8e,2019-04,Cleveland Police,Cleveland Police,-1.207615,54.678596,On or near Burn Road,E01011999,Hartlepool 007D,Burglary,Investigation complete; no suspect identified,,,,
8678f930a4e910df357406f4f767b8168b33364bae20fa7c5ef1dd4c726bb4fe,2019-04,Cleveland Police,Cleveland Police,-1.207107,54.685539,On or near Jersey Street,E01012000,Hartlepool 007E,Burglary,Court result unavailable,,,,
7c0900831687cf2893de3234389712e271eb103ceefa516ffc9b6439256854a0,2019-04,Cleveland Police,Cleveland Police,-1.206173,54.68175,On or near Lizard Grove,E01012000,Hartlepool 007E,Burglary,Investigation complete; no suspect identified,,,,
a42818b915fd0e0d2f7226253f752149aea7fa6321d59328858a5e969c271a56,2019-04,Cleveland Police,Cleveland Police,-1.210692,54.684646,On or near Parking Area,E01012000,Hartlepool 007E,Burglary,Investigation complete; no suspect identified,,,,
99a3072f1a2491fefd26082ab02100abb91586623653d2caf9f1f06df4d0834d,2019-04,Cleveland Police,Cleveland Police,-1.205292,54.687127,On or near Parking Area,E01012000,Hartlepool 007E,Burglary,Investigation complete; no suspect identified,,,,
875b47d97d3dcaf86523301352b510872b0851ae9d6017499f3040d0468a7691,2019-04,Cleveland Police,Cleveland Police,-1.209067,54.686064,On or near Church Street,E01012000,Hartlepool 007E,Burglary,Investigation complete; no suspect identified,,,,
2ce8ce7098816e820d175c206f57fd45f02302f7d49c1d4f031cbbb8b91b4740,2019-04,Cleveland Police,Cleveland Police,-1.202273,54.68212,On or near James Street,E01012000,Hartlepool 007E,Burglary,Investigation complete; no suspect identified,,,,
b3cd1e6edb25d65c04c04009cfc09ab4e96bb7df36ddadfb44c3786df9e089be,2019-04,Cleveland Police,Cleveland Police,-1.209067,54.686064,On or near Church Street,E01012000,Hartlepool 007E,Burglary,Investigation complete; no suspect identified,,,,
e477b3f93f0682b77191b2aea07e1a0fff9721d38b0e268e0ef11956a8cf679c,2019-04,Cleveland Police,Cleveland Police,-1.221876,54.674896,On or near Charterhouse Street,E01011950,Hartlepool 008A,Burglary,Unable to prosecute suspect,,,,
749b6fa0db096db5ebaee7c37a8939db59e8f8962a3c3822a672a9d7d28ca2f6,2019-04,Cleveland Police,Cleveland Police,-1.218516,54.675449,On or near Eton Street,E01011950,Hartlepool 008A,Burglary,Investigation complete; no suspect identified,,,,
f6388ba39f77a56af06f1cf3062a5860c17e0c56e5bdf210424531f936ed784f,2019-04,Cleveland Police,Cleveland Police,-1.219636,54.675268,On or near Jackson Street,E01011950,Hartlepool 008A,Burglary,Investigation complete; no suspect identified,,,,
09759dfd85643421a3565d8aa961d6ba550c35cc42ddd47769132af1072ca134,2019-04,Cleveland Police,Cleveland Police,-1.21626,54.675821,On or near Dorset Street,E01011950,Hartlepool 008A,Burglary,Investigation complete; no suspect identified,,,,
9d2517d421946ceda259f833b2239b948e40bda8cbb563775351d4ca4fd4693e,2019-04,Cleveland Police,Cleveland Police,-1.217396,54.675631,On or near Derby Street,E01011950,Hartlepool 008A,Burglary,Investigation complete; no suspect identified,,,,
d5c9b81948318c3e8ac71c5ed9c416b2be82c8d18554cfd7fc35a57276e2ba16,2019-04,Cleveland Police,Cleveland Police,-1.216836,54.675726,On or near Devon Street,E01011950,Hartlepool 008A,Burglary,Investigation complete; no suspect identified,,,,
91efce7c39fb8591f4f7c319b0fb9c2a9b9ba959f696c99d784414cb3c190b3c,2019-04,Cleveland Police,Cleveland Police,-1.217956,54.675536,On or near Richmond Street,E01011950,Hartlepool 008A,Burglary,Investigation complete; no suspect identified,,,,
f8d580348532420ec225f5721706584f85e420e90c1f1a4a5df7eda6651a6d8a,2019-04,Cleveland Police,Cleveland Police,-1.219486,54.675824,On or near Cornwall Street,E01011950,Hartlepool 008A,Burglary,Court result unavailable,,,,
ab69938448ddc84bce6cf1e4947644e6fc1e4eae932e1afdd686c2de6c24f4d8,2019-04,Cleveland Police,Cleveland Police,-1.220801,54.675167,On or near Uppingham Street,E01011950,Hartlepool 008A,Burglary,Unable to prosecute suspect,,,,
f8799cf644c78c8d9ff42264910c9e7ef8ec4f76a2ce1031f2dc463996228f9e,2019-04,Cleveland Police,Cleveland Police,-1.210235,54.67385,On or near Belle Vue Way,E01012001,Hartlepool 008D,Burglary,Unable to prosecute suspect,,,,
7661b29d3b899968e127e1acc7c7172581d281387ac00c5ce4b71dbe12e01a6d,2019-04,Cleveland Police,Cleveland Police,-1.214783,54.676036,On or near Northumberland Grove,E01012001,Hartlepool 008D,Burglary,Unable to prosecute suspect,,,,
671f1f6cfade549d32109e69c4b45791e41e03906c461a2eb52c3d781766156f,2019-04,Cleveland Police,Cleveland Police,-1.212098,54.679335,On or near Parking Area,E01012001,Hartlepool 008D,Burglary,Investigation complete; no suspect identified,,,,
8603a0285ab851dbcae86eb956b97aa0f8b5752f1866ca3891f48b7dd3ac2040,2019-04,Cleveland Police,Cleveland Police,-1.211734,54.676529,On or near Studley Road,E01012001,Hartlepool 008D,Burglary,Court result unavailable,,,,
633077de60a599af8c235154dc1bc30fd581b42209668a69ab4f872fd997f332,2019-04,Cleveland Police,Cleveland Police,-1.212098,54.679335,On or near Parking Area,E01012001,Hartlepool 008D,Burglary,Investigation complete; no suspect identified,,,,
c12734358b5ed4c2ad42831ded10d274f72fdbb3a9e7dd95e879f672581ddced,2019-04,Cleveland Police,Cleveland Police,-1.211519,54.673175,On or near Kent Avenue,E01012001,Hartlepool 008D,Burglary,Investigation complete; no suspect identified,,,,
21b0aa2a8448920f6ecac9d23f03c568531bfb5d525081a31d5f7d0e832cfb3c,2019-04,Cleveland Police,Cleveland Police,-1.212098,54.679335,On or near Parking Area,E01012001,Hartlepool 008D,Burglary,Investigation complete; no suspect identified,,,,
9c80ba9643bf7ee01cb9026cce3c57f20da887ea113f06d783e38b030a681422,2019-04,Cleveland Police,Cleveland Police,-1.20872,54.67517,On or near Ladysmith Street,E01012001,Hartlepool 008D,Burglary,Offender given community sentence,,,,
e67a739dcae27d5c5a9b769f17a55bdf53532b3596ab8009cd1876d395fe9385,2019-04,Cleveland Police,Cleveland Police,-1.224148,54.673679,On or near Heathfield Drive,E01011949,Hartlepool 009A,Burglary,Investigation complete; no suspect identified,,,,
04018a09dfed98ca47f3929997389689327bf6025e5e3124130747e8e980ab6d,2019-04,Cleveland Police,Cleveland Police,-1.234031,54.675063,On or near Sports/Recreation Area,E01011949,Hartlepool 009A,Burglary,Investigation complete; no suspect identified,,,,
ceec36860f31c6c54c14634b432ab4755c17eba8af1835def76696beee21ec34,2019-04,Cleveland Police,Cleveland Police,-1.224019,54.675548,On or near Gloucester Street,E01011949,Hartlepool 009A,Burglary,Unable to prosecute suspect,,,,
85363a9e8be2399f5bc6e5e5dbbd2d8e71b01e7e5bf6b92b85127915ef289e4f,2019-04,Cleveland Police,Cleveland Police,-1.236086,54.672128,On or near Catcote Road,E01011984,Hartlepool 009D,Burglary,Unable to prosecute suspect,,,,
51db80ba2bd9e9de31bde83d23ad7720ee941bbb3f7f3941b09a4954431ea76c,2019-04,Cleveland Police,Cleveland Police,-1.236086,54.672128,On or near Catcote Road,E01011984,Hartlepool 009D,Burglary,Investigation complete; no suspect identified,,,,
5325b463393e861cffe202399e1b4655548e91bebdfc96500f5739e7d8d0112c,2019-04,Cleveland Police,Cleveland Police,-1.236086,54.672128,On or near Catcote Road,E01011984,Hartlepool 009D,Burglary,Unable to prosecute suspect,,,,
ef3583b5d0a3e480708491c12e238025fb5ea8a80062f53f1d044a9972401962,2019-04,Cleveland Police,Cleveland Police,-1.234242,54.66464,On or near Durness Grove,E01011988,Hartlepool 010B,Burglary,Offender given suspended prison sentence,,,,
706cc323c1b3980a22c679d5ed3210ee47b17347986b61d1d491673892085012,2019-04,Cleveland Police,Cleveland Police,-1.230643,54.662307,On or near Dumfries Road,E01011988,Hartlepool 010B,Burglary,Investigation complete; no suspect identified,,,,
74739af8925d9853e11eaf001acb62a85391814f961f363dcbca97164c33ec85,2019-04,Cleveland Police,Cleveland Police,-1.234242,54.66464,On or near Durness Grove,E01011988,Hartlepool 010B,Burglary,Unable to prosecute suspect,,,,
b102b414c3e5a4df6b3352d7e5fecef12758edc6793253e56eb0659cc3104698,2019-04,Cleveland Police,Cleveland Police,-1.230643,54.662307,On or near Dumfries Road,E01011988,Hartlepool 010B,Burglary,Investigation complete; no suspect identified,,,,
19bde1ddf9eaeb379ab2063da673984aa06b141fc9873c074b0b377c4f21d0ee,2019-04,Cleveland Police,Cleveland Police,-1.223727,54.664015,On or near Argyll Road,E01011988,Hartlepool 010B,Burglary,Investigation complete; no suspect identified,,,,
398c8b070e2aff39c5bce46f06fc6d566c593a73fc4d83c9c043a4f46a71d604,2019-04,Cleveland Police,Cleveland Police,-1.215505,54.65866,On or near Ilkley Grove,E01011989,Hartlepool 010C,Burglary,Investigation complete; no suspect identified,,,,
031febed0f4035406639a26b82f231be0f7cbae3c64895bf45f1cb3f80b0134d,2019-04,Cleveland Police,Cleveland Police,-1.213236,54.658987,On or near Garston Grove,E01011989,Hartlepool 010C,Burglary,Investigation complete; no suspect identified,,,,
248203f93c6370e21daea2689b2f9c7e521d25fbac290e3bc2816cce2fa6f96c,2019-04,Cleveland Police,Cleveland Police,-1.204595,54.658535,On or near Seaton Lane,E01011997,Hartlepool 011C,Burglary,Investigation complete; no suspect identified,,,,
d485a5a5b98c1b59167e4c71d346dc076498d448e858cb9b022dd7328eb2b7f8,2019-04,Cleveland Police,Cleveland Police,-1.18711,54.659291,On or near The Front,E01011998,Hartlepool 011D,Burglary,Investigation complete; no suspect identified,,,,
33d591415b5845d3659580fb061bf3f78670da74758c4bf38daac8fc53584772,2019-04,Cleveland Police,Cleveland Police,-1.237573,54.660643,On or near Petrol Station,E01011978,Hartlepool 012D,Burglary,Investigation complete; no suspect identified,,,,
7d3c9255c6ae2b8bf6e10a7341dc59aaa9460970c963c66a666ed2a2ae595c88,2019-04,Cleveland Police,Cleveland Police,-1.239618,54.662373,On or near Falkirk Road,E01011978,Hartlepool 012D,Burglary,Unable to prosecute suspect,,,,
2e7d26f0415c1bf1cc6b8c604a8624782e175feb5332a3e8bc7ce59521f5606a,2019-04,Cleveland Police,Cleveland Police,-1.240693,54.660447,On or near Wynyard Mews,E01011978,Hartlepool 012D,Burglary,Unable to prosecute suspect,,,,
115b7ded51cfeec783fd9cab18d1cfe909255ddfe82ecbbf494e7448cc51d6e0,2019-04,Cleveland Police,Cleveland Police,-1.237549,54.664427,On or near Duncan Road,E01011979,Hartlepool 012E,Burglary,Investigation complete; no suspect identified,,,,
4f690f69acca2ba5ea1a9f4cc1718c96d1991cdb7c6d9e03487eac066ead29b4,2019-04,Cleveland Police,Cleveland Police,-1.302042,54.714252,On or near Bellows Burn Lane,E01011959,Hartlepool 014A,Burglary,Investigation complete; no suspect identified,,,,
94fe446803d2f2369b958b110a948eaff5f90d2fd6ae318d85a47e0820d059b2,2019-04,Cleveland Police,Cleveland Police,-1.302042,54.714252,On or near Bellows Burn Lane,E01011959,Hartlepool 014A,Burglary,Investigation complete; no suspect identified,,,,
8bc57b82af44d053fcb4bc095f85d64941b012658609008acfa3993ad1ee76ef,2019-04,Cleveland Police,Cleveland Police,-1.232028,54.638168,On or near Saltaire Terrace,E01011968,Hartlepool 014D,Burglary,Court result unavailable,,,,
b6810fa50e0e4ac72f41fe8cb15e04273221ca10ac1b50bff7cb8a4d58636e11,2019-04,Cleveland Police,Cleveland Police,-1.235712,54.573871,On or near Parking Area,E01012068,Middlesbrough 001A,Burglary,Unable to prosecute suspect,,,,
edef75f25cfa680fbac3d9b65895c7da25db7ba424fa1151e4785706cbbba8a2,2019-04,Cleveland Police,Cleveland Police,-1.229927,54.571435,On or near Holly Street,E01012068,Middlesbrough 001A,Burglary,Unable to prosecute suspect,,,,
5de893e9a7eb411ec48bb5f40e40428129fa212b95a7a1ec4ebe34c5dbe9d921,2019-04,Cleveland Police,Cleveland Police,-1.239707,54.572018,On or near Garnet Street,E01012068,Middlesbrough 001A,Burglary,Unable to prosecute suspect,,,,
ea73d05f2af0f2a2f854202c05ad16def97a888d458d68d6a3931c383686eeee,2019-04,Cleveland Police,Cleveland Police,-1.238548,54.5753,On or near Captain Cook Square,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
bd1cb3dad35d83ecb92777b533e611e593498962989b905bba70105b87945657,2019-04,Cleveland Police,Cleveland Police,-1.236317,54.573794,On or near Bedford Street,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
21f1546691bb717f552764a607e0edf17109ecd7086f2b9693be47c895b38f35,2019-04,Cleveland Police,Cleveland Police,-1.229842,54.57183,On or near Teak Street,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
1fa7ca7f91c94397b5fabd0137c5a1abfcbdc8851b731d57c42d65be70d8b1ce,2019-04,Cleveland Police,Cleveland Police,-1.23105,54.571712,On or near Maple Street,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
fae482e426a8be4354f73eb79c9136c4f77c1485d03319c931dd0cfdc5e73d30,2019-04,Cleveland Police,Cleveland Police,-1.236364,54.576239,On or near Shopping Area,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
a523fb35b353795f41234c2edc72c9a786ca1a3cfb966a7a3bfb9e8bca7fc314,2019-04,Cleveland Police,Cleveland Police,-1.239852,54.572531,On or near Emerald Street,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
a2102fc505dc2651b2943d7071cea415098ef4dae2ee4cc9cca5890a669ed779,2019-04,Cleveland Police,Cleveland Police,-1.238662,54.571652,On or near Shopping Area,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
5319715b4c0c902376ba6b10ee4abd6402565033dc5ea5c53e1c1fe7d8d8011d,2019-04,Cleveland Police,Cleveland Police,-1.229927,54.571435,On or near Holly Street,E01012068,Middlesbrough 001A,Burglary,Unable to prosecute suspect,,,,
298cab879d9d038d9e95e3e56cf5c4a163255aed69a22de8528223ed5968e4ea,2019-04,Cleveland Police,Cleveland Police,-1.240841,54.571774,On or near Peel Street,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
dd97e90203023081077873a91ef7c310105c2502ca6d016a302a16a7a13d1f08,2019-04,Cleveland Police,Cleveland Police,-1.236569,54.575234,On or near Parking Area,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
a115238a019ac59ca5863fc319033d38740ef13f834774001225baffbc92335c,2019-04,Cleveland Police,Cleveland Police,-1.236364,54.576239,On or near Shopping Area,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
3623c7b358b2e41aa6cdb81da5c2199043ad91f013a4fac8b8752225c3d69ddb,2019-04,Cleveland Police,Cleveland Police,-1.237751,54.572374,On or near King Edward'S Road,E01012068,Middlesbrough 001A,Burglary,Investigation complete; no suspect identified,,,,
0f04646ca0f228f421efbe3ce53178a22752af5515693c20fbac8823eb86810e,2019-04,Cleveland Police,Cleveland Police,-1.237268,54.570071,On or near Barritt Street,E01012092,Middlesbrough 001D,Burglary,Offender sent to prison,,,,
9d66b76e0715188498f0a7cd902c25309bb39720878326387041829c268cc964,2019-04,Cleveland Police,Cleveland Police,-1.236503,54.568017,On or near Granville Road,E01012092,Middlesbrough 001D,Burglary,Investigation complete; no suspect identified,,,,
2168c57ca3c9f1ce2c10490d88cb3a8386588cd6e56f33921b3ebe4dfc889955,2019-04,Cleveland Police,Cleveland Police,-1.230672,54.568789,On or near Egerton Street,E01012092,Middlesbrough 001D,Burglary,Unable to prosecute suspect,,,,
e367bbcddd477423187984e1a181d0c5d15e704a3127905758d869f0097bab6d,2019-04,Cleveland Police,Cleveland Police,-1.229077,54.56974,On or near Abingdon Road,E01012093,Middlesbrough 001E,Burglary,Investigation complete; no suspect identified,,,,
f39466cd2a0a3b4fcc332eb18cab173a5418e7fe13ec40fd5695acd1f4b75324,2019-04,Cleveland Police,Cleveland Police,-1.229077,54.56974,On or near Abingdon Road,E01012093,Middlesbrough 001E,Burglary,Investigation complete; no suspect identified,,,,
b4457decb6af3959d9e37918e9844706f6c27d4a1c74c98c04833d546d0087e8,2019-04,Cleveland Police,Cleveland Police,-1.229954,54.568353,On or near Waterloo Road,E01012093,Middlesbrough 001E,Burglary,Investigation complete; no suspect identified,,,,
147f14f7d7895a673f7d6a6ab76d30ea629833c2c45c9b56cd210d1c2b6048cb,2019-04,Cleveland Police,Cleveland Police,-1.229954,54.568353,On or near Waterloo Road,E01012093,Middlesbrough 001E,Burglary,Investigation complete; no suspect identified,,,,
50b2bc9085129a18cedca67b558ada224dd187664b5f2f7a62dc41adaed383a2,2019-04,Cleveland Police,Cleveland Police,-1.227203,54.569063,On or near Roscoe Street,E01012093,Middlesbrough 001E,Burglary,Investigation complete; no suspect identified,,,,
7925296b58f61c3661aac265e5801bb20417982b5fa42aa006de8b5af5870e8a,2019-04,Cleveland Police,Cleveland Police,-1.219456,54.57055,On or near Lytton Street,E01012094,Middlesbrough 001F,Burglary,Investigation complete; no suspect identified,,,,
2f71913ae4b5679cc5ab177d6be5a21d1d86201238844b99cb7506d378e4eda2,2019-04,Cleveland Police,Cleveland Police,-1.224468,54.568893,On or near Marton Road,E01012094,Middlesbrough 001F,Burglary,Investigation complete; no suspect identified,,,,
2e9ab3926f748cbb9500bf57bdbd5f23154df7cfcf2651849f3fbce68995edf9,2019-04,Cleveland Police,Cleveland Police,-1.225196,54.569652,On or near Parking Area,E01012094,Middlesbrough 001F,Burglary,Investigation complete; no suspect identified,,,,
a31faa31333af5de3a53e9c22515f12019c318c35b27cbc4ca6bea85d54bf48b,2019-04,Cleveland Police,Cleveland Police,-1.220753,54.571502,On or near Ely Street,E01012094,Middlesbrough 001F,Burglary,Unable to prosecute suspect,,,,
