Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
c2d4b8c45f0c9d0225b0b18036debcae91d3eed3ac0a78d403dacda8abfc2cc5,2019-03,Cleveland Police,Cleveland Police,-1.237805,54.711196,On or near King Oswy Shops,E01011954,Hartlepool 001A,Burglary,Defendant found not guilty,
49904f9c190981d1c516c93daed69e31addc6f176cde35a1d6150d41404d61c8,2019-03,Cleveland Police,Cleveland Police,-1.238182,54.712627,On or near Hood Close,E01011954,Hartlepool 001A,Burglary,Investigation complete; no suspect identified,
128ecbb8136af75500142a297de0ec7e943282f09d508c6321c06761de8bb90e,2019-03,Cleveland Police,Cleveland Police,-1.237052,54.710787,On or near Joyce Road,E01011954,Hartlepool 001A,Burglary,Investigation complete; no suspect identified,
3c46ba19f5d70602ca432f28ef09f68f6c880d294be12135532622f4d6d87ce2,2019-03,Cleveland Police,Cleveland Police,-1.238539,54.710949,On or near Nicholson Way,E01011954,Hartlepool 001A,Burglary,Unable to prosecute suspect,
e159438fc48a486ac599f028825c363250154d517e9711ed84668309ed8b2afd,2019-03,Cleveland Police,Cleveland Police,-1.237052,54.710787,On or near Joyce Road,E01011954,Hartlepool 001A,Burglary,Investigation complete; no suspect identified,
80daa4602d84eaef1d7690b370fa13f3c086e5a77848e7f68c3c06b048667810,2019-03,Cleveland Police,Cleveland Police,-1.242926,54.712891,On or near Sports/Recreation Area,E01011954,Hartlepool 001A,Burglary,Investigation complete; no suspect identified,
c5319a2724d134b52170af857e79b8f0b7561e1007d759f4f202ce6e758673f0,2019-03,Cleveland Police,Cleveland Police,-1.248513,54.712108,On or near Wentworth Grove,E01011969,Hartlepool 001B,Burglary,Investigation complete; no suspect identified,
b9e144b71e9413b68ef969e5948917def86308c3afcc0dad257ad529dfeaad79,2019-03,Cleveland Police,Cleveland Police,-1.227657,54.7037,On or near Warren Road,E01011952,Hartlepool 002A,Burglary,Investigation complete; no suspect identified,
ce41a1354777ecee4cb1b27a283212b3c62961e8e0502aad95b1e04a4a0be9dc,2019-03,Cleveland Police,Cleveland Police,-1.214807,54.706906,On or near Police Station,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
460c0209ffa95e982eda7f59a76f48c740815addb1738adf7bf60c5eb169a44e,2019-03,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Unable to prosecute suspect,
c7e635bc7451b832e7e90ee584a45aad13a09d467192dc989807796b19f0c970,2019-03,Cleveland Police,Cleveland Police,-1.184625,54.696651,On or near Abbey Street,E01011993,Hartlepool 002E,Burglary,Court result unavailable,
fcbafc92f14c3535adcb765683f2f1ebd0a68f4acae2f9119fd831af7308756a,2019-03,Cleveland Police,Cleveland Police,-1.206204,54.703229,On or near Union Road,E01011994,Hartlepool 002F,Burglary,Investigation complete; no suspect identified,
ab8ad854b29efcf138da8f0756c361484793d49dc783fad3832ac87b0bb9f39d,2019-03,Cleveland Police,Cleveland Police,-1.212936,54.692138,On or near Hospital,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
b3a98039ac6164794aba59b6497bb1ecfc1f45d36f500fa44e2a0eba37e95f1f,2019-03,Cleveland Police,Cleveland Police,-1.212936,54.692138,On or near Hospital,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
027f4931e535952c3576e0d2c8a656b51278483bcc8cbd0a3da480385b9d603f,2019-03,Cleveland Police,Cleveland Police,-1.215439,54.691866,On or near Tuson Walk,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
9b12026c27c281a1838801f4b735909327d900ff7483e59e9f8cfdd5a632aa7c,2019-03,Cleveland Police,Cleveland Police,-1.214514,54.697217,On or near Amberton Road,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
7243b81989b2f72c34d199f437bbf4c15ae0436f73564dc26af44da6a4f1bd14,2019-03,Cleveland Police,Cleveland Police,-1.223874,54.69539,On or near Raby Gardens,E01011957,Hartlepool 003C,Burglary,Unable to prosecute suspect,
c572e1361e11d38ee8daaed4722e5cf53a89eb2a872287fb557775b637a63117,2019-03,Cleveland Police,Cleveland Police,-1.218147,54.693861,On or near St Oswald'S Street,E01033466,Hartlepool 003I,Burglary,Investigation complete; no suspect identified,
