Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
90a3abeedc4e4f8c82e8e1cc4355a59c69e9fda67069ad0f162c34e9065b21ad,2019-09,Cleveland Police,Cleveland Police,-1.239958,54.710607,On or near Marshall Close,E01011954,Hartlepool 001A,Burglary,Court result unavailable,
d40ee8b0ddf75b22398ec1087a1881bb4e2143758b2aa6c1e1948be986f1443d,2019-09,Cleveland Police,Cleveland Police,-1.248542,54.717275,On or near Ocean Road,E01011969,Hartlepool 001B,Burglary,Investigation complete; no suspect identified,
4ede146015c26624c2e9516c5bbed101aa33f1d51e47fd19c5c69730b45e783a,2019-09,Cleveland Police,Cleveland Police,-1.24412,54.706329,On or near Merlin Way,E01033465,Hartlepool 001F,Burglary,Investigation complete; no suspect identified,
bbccd0810ec7c14303e90ba032e5ae5b4a231767eace447df15fe6eb713c29ef,2019-09,Cleveland Police,Cleveland Police,-1.23444,54.703581,On or near Dean Fall Close,E01033467,Hartlepool 001G,Burglary,Investigation complete; no suspect identified,
ac524b710a5e2e79319714a07e1dfac2abd9368fe0005c95ce9f4f6a8844869c,2019-09,Cleveland Police,Cleveland Police,-1.228555,54.704586,On or near Hastings Place,E01011952,Hartlepool 002A,Burglary,Investigation complete; no suspect identified,
48615675ab80f245ef564be3d29470b7c54b440a3d9fa9af4294616dc7bf87b7,2019-09,Cleveland Police,Cleveland Police,-1.227875,54.706119,On or near Davison Drive,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
6f166ccedccc172ace7333656b2ec54c4a2c181d3b2c6c6a9d91ab642e0f2669,2019-09,Cleveland Police,Cleveland Police,-1.230592,54.710953,On or near Rogeri Place,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
61b6ba54b3ee62f15e32b1fd908dd83dcba672714e805322df709d4d694405e5,2019-09,Cleveland Police,Cleveland Police,-1.229752,54.70862,On or near West View Road,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
e76a70e852c661441d9110cdf4668537bfa1cba60a58820575882028462fd498,2019-09,Cleveland Police,Cleveland Police,-1.228561,54.706734,On or near Clifford Close,E01011953,Hartlepool 002B,Burglary,Unable to prosecute suspect,
364b72880b3f4bbd92e1acce0173322e0213d53320cfb24578b2dcc03396dfdc,2019-09,Cleveland Police,Cleveland Police,-1.229191,54.709542,On or near Gilberti Place,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
b9edf72d56343d7d9c4e39180fc6a84742c251132b40cc0cf74c4ac12cfd65a7,2019-09,Cleveland Police,Cleveland Police,-1.221805,54.705379,On or near Sharp Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
19fe3b5e12211f407c4891fa34e158efffa428f0e5a65be7280d288063254e7d,2019-09,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
462478e8536a4944a855da7f354687a2c8d9a789c97b2ccccae580dff79c48d6,2019-09,Cleveland Police,Cleveland Police,-1.221316,54.708233,On or near Wingfield Drive,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
7c7179bf34a384dd91af879fd50934c8c2372ed4ed351153c47fb14165741613,2019-09,Cleveland Police,Cleveland Police,-1.219371,54.707691,On or near Sedgewick Close,E01011992,Hartlepool 002D,Burglary,Unable to prosecute suspect,
128ad23643a7cf820d6b9961da5144b338e19f59ba90ea69d9d5ec0ecb69f586,2019-09,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
fb157231317c37027936a7a1d9ddeae1ca0b04793b7813417b235d467afab07e,2019-09,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Unable to prosecute suspect,
cff46b58d655b7f7a75dbe2bfa5f65560eba21ea05c8e902fe40c13a73a46828,2019-09,Cleveland Police,Cleveland Police,-1.186062,54.696166,On or near Friendship Lane,E01011993,Hartlepool 002E,Burglary,Investigation complete; no suspect identified,
a7b5a3a30b9a66368754e021a017bc9074fcb8a0fcf3893d056c9e4704612224,2019-09,Cleveland Police,Cleveland Police,-1.192276,54.701249,On or near Police Station,E01011993,Hartlepool 002E,Burglary,Investigation complete; no suspect identified,
054abc0de6f2ef135d26d49a9dac6de9ca3d80011bfedf306d8348978515162f,2019-09,Cleveland Police,Cleveland Police,-1.205953,54.701753,On or near Arch Court,E01011994,Hartlepool 002F,Burglary,Investigation complete; no suspect identified,
