Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
8e083b0f4e4b0c591cb3c3b8f993286da256238a2a1111490a6ce2a0b131206b,2019-06,Cleveland Police,Cleveland Police,-1.2467,54.705257,On or near Meadowsweet Road,E01033465,Hartlepool 001F,Burglary,Investigation complete; no suspect identified,
2eccc2aefaa5b1c815e1e4dca82f3bd1af9ad642dfb169f166727e574dd9fd3d,2019-06,Cleveland Police,Cleveland Police,-1.244209,54.704855,On or near Brooklime Close,E01033465,Hartlepool 001F,Burglary,Unable to prosecute suspect,
b7602538fb1fbfefecc689861c5a93a11e16780e89431fa6c8cce3d1149f535c,2019-06,Cleveland Police,Cleveland Police,-1.230592,54.710953,On or near Rogeri Place,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
c0a28ca4f32638b9e5498f1ea88311e940517b48c1a8491c3e2d66caf7d2467e,2019-06,Cleveland Police,Cleveland Police,-1.230592,54.710953,On or near Rogeri Place,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
20bf710709117827ae067d48587dbf18c13e4cb1131a28bb0f69a60e45743a7f,2019-06,Cleveland Police,Cleveland Police,-1.228561,54.706734,On or near Clifford Close,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
bb23171355a5b1e23b103b504f8cb336bc2e6f4fcac28f792482f0d3401f8e41,2019-06,Cleveland Police,Cleveland Police,-1.229752,54.70862,On or near West View Road,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
e7559874634cb16287e11cc32fde9c1df7f146fd45abdc56838185725c7e9bee,2019-06,Cleveland Police,Cleveland Police,-1.226659,54.708034,On or near Skelton Street,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
a5050cecd14cf001d7cb0465ea95b0289b61e2c84921508fe1bf11877191c21b,2019-06,Cleveland Police,Cleveland Police,-1.187518,54.699411,On or near Graham Street,E01011991,Hartlepool 002C,Burglary,Investigation complete; no suspect identified,
119eae7b665431458b0d736c11b162ca9c2d3a35cc59fe1e626a9c0646516123,2019-06,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
0760c4cc53166868ce07b6ea9dd8f3e3343cd6155771e166609e12b4c9b8fb71,2019-06,Cleveland Police,Cleveland Police,-1.214807,54.706906,On or near Police Station,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
eeea1b13c714cc9816ed8387989a49788bef40754e8456bb4e736d4641bfebef,2019-06,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
6b02f246a3231f0c61cf50f5ea3aa779e3f728bdc64516eb3b14e38e2b34696b,2019-06,Cleveland Police,Cleveland Police,-1.221316,54.708233,On or near Wingfield Drive,E01011992,Hartlepool 002D,Burglary,Court result unavailable,
a8ff09d4310169570718a30034b866cfa00578667de0908c2151239b88348418,2019-06,Cleveland Police,Cleveland Police,-1.218413,54.706651,On or near Arkley Crescent,E01011992,Hartlepool 002D,Burglary,Court result unavailable,
9cb11464603b4db04965b8cd3c3e537d1afa2fb44a2ac3fe5cf155f7d76975fb,2019-06,Cleveland Police,Cleveland Police,-1.218413,54.706651,On or near Arkley Crescent,E01011992,Hartlepool 002D,Burglary,Court result unavailable,
77482a18261fffefc22929567530b53c005ad118589ef16d19f64c7cd9c3eeb0,2019-06,Cleveland Police,Cleveland Police,-1.214807,54.706906,On or near Police Station,E01011992,Hartlepool 002D,Burglary,Unable to prosecute suspect,
117ef5ca6718a049c581badd1bcb2ed104d7b233b9a2e2871aac4fd4348cd811,2019-06,Cleveland Police,Cleveland Police,-1.214807,54.706906,On or near Police Station,E01011992,Hartlepool 002D,Burglary,Unable to prosecute suspect,
255a906c3d4d9ce9c1a45465b261e9e69bb0bc21b7e9b2e8f3d100d5508c2c5a,2019-06,Cleveland Police,Cleveland Police,-1.205953,54.701753,On or near Arch Court,E01011994,Hartlepool 002F,Burglary,Investigation complete; no suspect identified,
6f9a79e5834ca7d3718d7c5895d78974749740f1d739c2f090dd099b428d0d5d,2019-06,Cleveland Police,Cleveland Police,-1.206204,54.703229,On or near Union Road,E01011994,Hartlepool 002F,Burglary,Investigation complete; no suspect identified,
292a64b3b55de9fe248514e41bc3a9170d9ac96f7949b8b1a4cc27c11fcb9d8f,2019-06,Cleveland Police,Cleveland Police,-1.215731,54.694448,On or near Wharton Terrace,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
60945bcfde922c56fd211ff3c7dbfa0e1cea12d6a64652bcc2c1a58bc95f3348,2019-06,Cleveland Police,Cleveland Police,-1.214514,54.697217,On or near Amberton Road,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
