Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
12c3e80cb25bbfed11e5d7cb4106a0aa80860b1adaa302567e01bb2b30374cfa,2019-11,Cleveland Police,Cleveland Police,-1.238996,54.711419,On or near Butterwick Road,E01011954,Hartlepool 001A,Burglary,Unable to prosecute suspect,
bd521fa60be94bd9cbf9ac812253acc86b5008d6e811c3070c1a67ea41bebdcf,2019-11,Cleveland Police,Cleveland Police,-1.253427,54.709936,On or near Tremaine Close,E01011971,Hartlepool 001D,Burglary,Investigation complete; no suspect identified,
f7996269a0cb4d1a51e82b1337f3e5c0e4cc8c94ae3abc48588e1c65f699e007,2019-11,Cleveland Police,Cleveland Police,-1.24412,54.706329,On or near Merlin Way,E01033465,Hartlepool 001F,Burglary,Investigation complete; no suspect identified,
b84723a5ad2a5075257793dd2d95d604e449572cfb86be8e58b1aace7bdff37a,2019-11,Cleveland Police,Cleveland Police,-1.223209,54.704202,On or near Winterbottom Avenue,E01011952,Hartlepool 002A,Burglary,Investigation complete; no suspect identified,
25278186bd9df710604e42a85288d4569fc675f0334a5549022c402fbceff731,2019-11,Cleveland Police,Cleveland Police,-1.225334,54.700971,On or near Warren Close,E01011952,Hartlepool 002A,Burglary,Investigation complete; no suspect identified,
d49a156dbd2e2e567c3d8feae6c79d0db0487d8455936a0096d7b6d90a8eca8d,2019-11,Cleveland Police,Cleveland Police,-1.227875,54.706119,On or near Davison Drive,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
d49d06b33f27ecca1f3b753176b0159a3b7e19e5f79a924e59cdc8969b9c2751,2019-11,Cleveland Police,Cleveland Police,-1.226654,54.706632,On or near Ellett Court,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
b80fff351855394477221bd135b8a9ae28b475a2e8096c1a725656b2f0062a57,2019-11,Cleveland Police,Cleveland Police,-1.230592,54.710953,On or near Rogeri Place,E01011953,Hartlepool 002B,Burglary,Investigation complete; no suspect identified,
f0dcf5e95797ca536d5dabfe96c57617d2ee2956b9a66ee50caa2bf0019acc87,2019-11,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
a172742b9fabe8dc138bb7855c1fd59a98fff8ebc4add8fdfcc9c9796a784e2a,2019-11,Cleveland Police,Cleveland Police,-1.221316,54.708233,On or near Wingfield Drive,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
487b272f5dfe33932159de9116402d5baf5fa9c48fdd7fda52d626e677ff7aa4,2019-11,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
6580d050af8aeaf53be2231a64a059ecb7b36d21e1cc4c9e6122bf030e4045c0,2019-11,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
a693fd548aa63fed934f643a02660d2fdc463a33f075e02dfd48268e305261c7,2019-11,Cleveland Police,Cleveland Police,-1.213775,54.700887,On or near Wasdale Close,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
7a60da47085165300049d499af0ef5d49242823074850686d1e6f1539c82051d,2019-11,Cleveland Police,Cleveland Police,-1.221749,54.70749,On or near Bruce Crescent,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
a8d57c8562ae369ec44d9c442acd0ca6f0099735d855de2e67201c086d71439d,2019-11,Cleveland Police,Cleveland Police,-1.221316,54.708233,On or near Wingfield Drive,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
74109b38eb986cf549e33acb1d146f5b7ba3328f4c6e509c1edd07a2e0e0e31a,2019-11,Cleveland Police,Cleveland Police,-1.221316,54.708233,On or near Wingfield Drive,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
8e65c880bc5d2d3c9299c2f75979a2b021265f0824e0a399d4ee0249010a81b4,2019-11,Cleveland Police,Cleveland Police,-1.219371,54.707691,On or near Sedgewick Close,E01011992,Hartlepool 002D,Burglary,Investigation complete; no suspect identified,
f29c0d22d9f5aa64f4b1c99bfb10004a1b4f36c852645927676f183cd5551256,2019-11,Cleveland Police,Cleveland Police,-1.220784,54.706837,On or near Miers Avenue,E01011992,Hartlepool 002D,Burglary,Unable to prosecute suspect,
4cf40e0e7316222a449451364fa0a5f5c78bf58ade87cf54344159a0b8325d6a,2019-11,Cleveland Police,Cleveland Police,-1.216556,54.698299,On or near Powlett Road,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
414f64c77cfc77999fa3f44483c240599e730650b22140b579f87e09bee8f27a,2019-11,Cleveland Police,Cleveland Police,-1.214658,54.696175,On or near Allerton Close,E01011955,Hartlepool 003A,Burglary,Investigation complete; no suspect identified,
727e825e20edfa40986a1f706e0f09dab1ce5d819491156d024ae63c69bceda2,2019-11,Cleveland Police,Cleveland Police,-1.213481,54.697668,On or near May Street,E01011955,Hartlepool 003A,Burglary,Unable to prosecute suspect,
8d6cfdc6b4c718566e4871257ca8f1624c1068a15c3688858316d0acc232a4a9,2019-11,Cleveland Police,Cleveland Police,-1.22322,54.693049,On or near Chester Road,E01011957,Hartlepool 003C,Burglary,Investigation complete; no suspect identified,
51128db4f9c923e9dd52afbc1b4f6446a5b421b6f578d396a3bbdf174a629d26,2019-11,Cleveland Police,Cleveland Police,-1.223715,54.69476,On or near Chatham Road,E01011957,Hartlepool 003C,Burglary,Unable to prosecute suspect,
1c1b6df430a81180d846b743e5d8a6dd882ef004f3f45f825f66d8e87488ad31,2019-11,Cleveland Police,Cleveland Police,-1.225285,54.693763,On or near Oakley Gardens,E01011957,Hartlepool 003C,Burglary,Court result unavailable,
9cc264d6d2a87791c199a6f38ab54cd69df6df68019b0a9d9e2530f3c10ae3d4,2019-11,Cleveland Police,Cleveland Police,-1.239114,54.699288,On or near Throston Grange Lane,E01032540,Hartlepool 003G,Burglary,Investigation complete; no suspect identified,
b655e656984317c9036db5b5ce0e46ff8a957614fe3b25c54a7626d700b76544,2019-11,Cleveland Police,Cleveland Police,-1.233063,54.700085,On or near Whinchat Close,E01032540,Hartlepool 003G,Burglary,Court result unavailable,
888ae4d922e536c3439a9c09cb758facc696df2ea9999711a0c0fc2f5c88b4cd,2019-11,Cleveland Police,Cleveland Police,-1.227459,54.69774,On or near Pine Grove,E01032540,Hartlepool 003G,Burglary,Unable to prosecute suspect,
61bf1aa79c4da90b0b6cf250483b7c712cee036d5f398badadd1e71964a554b6,2019-11,Cleveland Police,Cleveland Police,-1.237157,54.69693,On or near Torbay Grove,E01032541,Hartlepool 003H,Burglary,Unable to prosecute suspect,
